MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,TypeOfWork,FundingYear,ContractId, ApprovedBudgetFor , ContractCost ,ActualCompletionDate,Contractor1,Contractor2,Contractor3,ContractorCount,StartDate,ProvincialCapital
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00726639LZ,Construction of Flood Mitigation Structure,2023,23AF0008," ?48,999,961.06 "," ?48,977,484.40 ",2/11/2024,Jaben General Contracting & Eng'G Services,,,1,1/31/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00726640LZ,Construction of Flood Mitigation Structure,2023,23AF0009," ?30,869,993.99 "," ?30,865,253.84 ",7/2/2023,Rodekom General Construction And Enterprise,,,1,2/6/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00726340LZ,Construction of Flood Mitigation Structure,2023,23A00244," ?78,400,000.00 "," ?77,199,690.44 ",4/1/2024,C.T. Leoncio Construction & Trading,,,1,3/3/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00735957LZ,Construction of Flood Mitigation Structure,2023,23A00252," ?78,400,000.00 "," ?77,199,988.00 ",4/18/2024,C.T. Leoncio Construction & Trading,,,1,3/16/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00824833LZ,Construction of Flood Mitigation Structure,2024,24AF0047," ?96,499,999.03 "," ?96,482,209.01 ",5/20/2024,High Rock Construction And Supplies Incorporated , C.T. Leoncio Construction & Trading,,2,2/27/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00825211LZ,Construction of Flood Mitigation Structure,2024,24AF0102," ?48,249,993.13 "," ?48,238,274.49 ",12/23/2024,Universal De Leon Construction And Aggregates,,,1,3/19/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00820712LZ,Construction of Flood Mitigation Structure,2024,24AF0093," ?28,949,995.25 "," ?28,938,082.84 ",9/23/2024,Villar General Construction And Supplies,,,1,4/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00821101LZ,Construction of Flood Mitigation Structure,2024,24AF0095," ?96,499,994.18 "," ?96,492,001.36 ",2/16/2025,Anore Construction,,,1,4/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00824810LZ,Construction of Flood Mitigation Structure,2024,24AF0108," ?89,744,999.16 "," ?89,737,118.14 ",1/6/2025,Silverwolves Construction Corporation,,,1,4/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00824813LZ,Construction of Flood Mitigation Structure,2024,24AF0109," ?89,744,995.99 "," ?89,737,280.52 ",1/6/2025,Silverwolves Construction Corporation,,,1,4/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00824815LZ,Construction of Flood Mitigation Structure,2024,24AF0110," ?89,744,999.91 "," ?89,736,907.75 ",3/16/2025,Silverwolves Construction Corporation,,,1,4/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00824817LZ,Construction of Flood Mitigation Structure,2024,24AF0111," ?89,744,997.81 "," ?89,736,445.72 ",3/16/2025,Silverwolves Construction Corporation,,,1,4/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00824819LZ,Construction of Flood Mitigation Structure,2024,24AF0112," ?89,744,999.98 "," ?89,736,347.57 ",3/16/2025,Silverwolves Construction Corporation,,,1,4/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00824821LZ,Construction of Flood Mitigation Structure,2024,24AF0113," ?89,744,994.56 "," ?89,737,362.73 ",3/16/2025,Silverwolves Construction Corporation,,,1,4/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00824823LZ,Construction of Flood Mitigation Structure,2024,24AF0114," ?89,744,998.48 "," ?89,737,260.38 ",3/16/2025,Silverwolves Construction Corporation,,,1,4/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00838336LZ,Construction of Flood Mitigation Structure,2024,24AF0094," ?96,499,998.37 "," ?96,493,843.08 ",3/16/2025,Anore Construction,,,1,4/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Bauang (La Union),La Union 2nd District Engineering Office,P00821476LZ,Construction of Flood Mitigation Structure,2024,24AF0101," ?28,949,999.89 "," ?28,946,444.57 ",3/16/2025,Pangasinan New Wilson Lumber & Construction Supply,,,1,6/19/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00631077LZ,Construction of Flood Mitigation Structure,2022,22AF0004," ?44,099,991.15 "," ?42,775,317.09 ",8/15/2022,Bonimar Construction Enterprises,,,1,2/18/2022,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00631078LZ,Rehabilitation / Major Repair of Flood Control Structure,2022,22AF0006," ?44,099,995.78 "," ?44,100,000.00 ",8/1/2022,Berson'S Construction & Trading,,,1,2/22/2022,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00631080LZ,Rehabilitation / Major Repair of Flood Control Structure,2022,22AF0017," ?9,799,986.57 "," ?9,554,879.78 ",8/15/2022,Villar General Construction And Supplies,,,1,2/22/2022,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00631079LZ,Rehabilitation / Major Repair of Flood Control Structure,2022,22AF0011," ?44,099,999.53 "," ?42,721,838.40 ",8/15/2022,Bonimar Construction Enterprises,,,1,2/24/2022,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00630927LZ,Construction of Flood Mitigation Structure,2022,22AF0028," ?67,549,999.23 "," ?66,191,241.77 ",5/15/2023,Villar General Construction And Supplies,,,1,4/4/2022,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00639427LZ,Construction of Slope Protection Structure,2022,22A00288," ?4,900,000.00 "," ?4,751,694.41 ",11/23/2022,"S-Ang Construction & General Trading, Inc.",,,1,11/3/2022,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00639428LZ,Construction of Slope Protection Structure,2022,22A00289," ?8,134,000.00 "," ?7,885,653.01 ",12/2/2022,"S-Ang Construction & General Trading, Inc.",,,1,11/3/2022,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00639429LZ,Construction of Slope Protection Structure,2022,22A00284," ?35,280,000.00 "," ?34,228,109.95 ",12/17/2022,Bhm Construction,,,1,11/3/2022,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00639430LZ,Construction of Slope Protection Structure,2022,22A00290," ?13,132,000.00 "," ?12,737,486.24 ",12/2/2022,"S-Ang Construction & General Trading, Inc.",,,1,11/3/2022,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00727247LZ,Construction of Flood Mitigation Structure,2023,23AF0098," ?72,374,967.69 "," ?72,334,831.82 ",2/11/2024,Rock-Wbl Construction Corp. (For: Rock-Wbl Construction Trading & Services),,,1,4/19/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00727248LZ,Construction of Flood Mitigation Structure,2023,23AF0099," ?72,374,999.94 "," ?72,334,831.82 ",2/11/2024,Rock-Wbl Construction Corp. (For: Rock-Wbl Construction Trading & Services),,,1,4/19/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00726827LZ,Construction of Flood Mitigation Structure,2023,23A00268," ?72,375,000.00 "," ?72,364,531.35 ",4/5/2024,Silverwolves Construction Corporation,,,1,5/12/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Agoo (La Union),La Union 2nd District Engineering Office,P00726828LZ,Construction of Flood Mitigation Structure,2023,23A00269," ?72,375,000.00 "," ?72,373,497.78 ",4/5/2024,Silverwolves Construction Corporation,,,1,5/12/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Santo Tomas (La Union),La Union 2nd District Engineering Office,P00631071LZ,Construction of Flood Mitigation Structure,2022,22AF0014," ?44,099,999.49 "," ?44,100,000.00 ",9/11/2023,E.E. Madayag Construction,,,1,2/24/2022,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Santo Tomas (La Union),La Union 2nd District Engineering Office,P00727086LZ,Construction of Flood Mitigation Structure,2023,23AF0043," ?48,999,971.73 "," ?48,754,908.74 ",2/11/2024,A.I.P. Construction , Bmk Construction Corporation (Formerly B.M.K. Construction),,2,2/23/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Santo Tomas (La Union),La Union 2nd District Engineering Office,P00821103LZ,Construction of Flood Mitigation Structure,2024,24AF0195," ?96,499,998.98 "," ?96,494,448.46 ",3/16/2025,High Rock Construction And Supplies Incorporated , Jhi Construction & Supply,,2,12/24/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Caba (La Union),La Union 2nd District Engineering Office,P00639317LZ,Construction of Slope Protection Structure,2022,22A00275," ?241,250,000.00 "," ?241,249,956.00 ",1/10/2023,J.H. Pajara Construction Corporation ," S-Ang Construction & General Trading, Inc.",,2,4/12/2022,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Caba (La Union),La Union 2nd District Engineering Office,P00735958LZ,Construction of Flood Mitigation Structure,2023,23A00123," ?115,800,000.00 "," ?115,799,320.88 ",5/31/2024,C.T. Leoncio Construction & Trading,,,1,2/14/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Caba (La Union),La Union 2nd District Engineering Office,P00844720LZ,Construction of Flood Mitigation Structure,2024,24AF0040," ?48,999,993.44 "," ?48,995,000.00 ",2/16/2025,Villar General Construction And Supplies,,,1,2/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Caba (La Union),La Union 2nd District Engineering Office,P00844721LZ,Construction of Flood Mitigation Structure,2024,24AF0042," ?48,999,994.05 "," ?48,995,000.01 ",3/16/2025,Villar General Construction And Supplies,,,1,2/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Caba (La Union),La Union 2nd District Engineering Office,P00844722LZ,Construction of Flood Mitigation Structure,2024,24AF0043," ?48,999,998.70 "," ?48,995,000.00 ",3/16/2025,Villar General Construction And Supplies,,,1,2/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Caba (La Union),La Union 2nd District Engineering Office,P00844723LZ,Construction of Flood Mitigation Structure,2024,24AF0041," ?48,999,999.00 "," ?48,995,000.01 ",2/16/2025,Villar General Construction And Supplies,,,1,2/16/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Caba (La Union),La Union 2nd District Engineering Office,P00843188LZ,Construction of Flood Mitigation Structure,2024,24AF0103," ?48,249,999.19 "," ?48,244,241.98 ",10/21/2024,Villar General Construction And Supplies,,,1,4/3/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Caba (La Union),La Union 2nd District Engineering Office,P00843192LZ,Construction of Flood Mitigation Structure,2024,24AF0104," ?48,249,999.77 "," ?48,244,610.83 ",2/16/2025,Villar General Construction And Supplies,,,1,4/3/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Pugo (La Union),La Union 2nd District Engineering Office,P00726641LZ,Construction of Flood Mitigation Structure,2023,23AF0001," ?48,999,998.49 "," ?48,607,982.24 ",2/11/2024,A.I.P. Construction,,,1,1/31/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Pugo (La Union),La Union 2nd District Engineering Office,P00737416LZ,Construction of Flood Mitigation Structure,2023,23AF0030," ?4,949,997.64 "," ?4,946,964.09 ",6/19/2023,E.E. Madayag Construction,,,1,2/6/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Pugo (La Union),La Union 2nd District Engineering Office,P00737417LZ,Construction of Flood Mitigation Structure,2023,23AF0031," ?4,949,987.72 "," ?4,946,717.84 ",6/5/2023,E.E. Madayag Construction,,,1,2/6/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Pugo (La Union),La Union 2nd District Engineering Office,P00821469LZ,Construction of Flood Mitigation Structure,2024,24AF0017," ?48,999,991.11 "," ?48,655,692.77 ",2/16/2025,A.I.P. Construction,,,1,2/12/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Pugo (La Union),La Union 2nd District Engineering Office,P00821480LZ,Construction of Flood Mitigation Structure,2024,24A00307," ?48,250,000.00 "," ?48,249,567.54 ",2/26/2025,Villar General Construction And Supplies,,,1,6/10/2024,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Tubao (La Union),La Union 2nd District Engineering Office,P00726333LZ,Construction of Flood Mitigation Structure,2023,23A00128," ?144,750,000.00 "," ?144,719,366.24 ",11/13/2023,Rodekom General Construction And Enterprise,,,1,2/14/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Tubao (La Union),La Union 2nd District Engineering Office,P00726334LZ,Construction of Flood Mitigation Structure,2023,23A00129," ?144,750,000.00 "," ?144,744,232.53 ",11/13/2023,Rodekom General Construction And Enterprise,,,1,2/14/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Tubao (La Union),La Union 2nd District Engineering Office,P00726335LZ,Construction of Flood Mitigation Structure,2023,23A00130," ?144,750,000.00 "," ?144,720,639.74 ",11/13/2023,Rodekom General Construction And Enterprise,,,1,2/14/2023,San Fernando City
Luzon,Region I,La Union,La Union (Second Legislative District),Tubao (La Union),La Union 2nd District Engineering Office,P00726336LZ,Construction of Flood Mitigation Structure,2023,23A00131," ?144,750,000.00 "," ?144,732,166.43 ",11/13/2023,Rodekom General Construction And Enterprise,,,1,2/14/2023,San Fernando City
